eventSindID,eventDescription,eventDescriptionUkranianLang,eventDescriptionEnglishLang,ISODate,latitude2,longitude2,categoryHealthFacilitiesDamagedDestroyed,Infrastructure: Hospital,Infrastructure: Health Transport,Infrastructure: Other,HealthWorkersAttack: Health Building,HealthWorkersAttack: No Information,HealthWorkersAttack: Everyday Activities,HealthWorkersAttack: Outside Health Facility,categoryHealthInfrastructure,categoryHealthWorkersAttacked,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Health Workers Killed,Health Workers Kidnapped,Health Workers Arrested,Health Workers Injured,Health Workers Assaulted,Perpetrator of Attack,Type of Perpetrator,Weapon Used,Weapon Delivery
36480,21 March 2022: A health warehouse was impacted by violence with heavy weapons.,21 березня 2022 року: Медичний склад пошкоджено внаслідок насильства із застосуванням важкої зброї. ,"March 21, 2022: Medical composition was damaged by violence with heavy weapons.",2022-03-21 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34873,21 March 2022: A Blood Transfusion Station was occupied and impacted by violence with heavy weapons. Health care assets were removed.,21 березня 2022 року: Станцію переливання крові було захоплено та атаковано із застосуванням застосуванням важкої зброї. Медичне майно було вилучено.,"March 21, 2022: The blood transfusion station was captured and attacked using heavy weapons.Medical property has been withdrawn.",2022-03-21 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
36482,21 March 2022: A health warehouse was impacted by violence with heavy weapons.,21 березня 2022 року: Медичний склад пошкоджено внаслідок насильства із застосуванням важкої зброї. ,"March 21, 2022: Medical composition was damaged by violence with heavy weapons.",2022-03-21 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34517,"21 March 2022: A specialised children's centre was bombed during hostilities. The food block, sleeping building and laboratory building were all damaged.","21 березня 2022 року: Під час бойових дій пошкоджено спеціалізований дитячий центр. Пошкоджень зазнали харчоблок, житловий та лабораторний корпуси.","March 21, 2022: A specialized children's center was damaged during the fighting.Damage, residential and laboratory buildings were damaged.",2022-03-21 00:00:00,50.5386900764,30.1653671597,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Directly Emplaced""]"
36772,21 March 2022: The last ambulance that was on the territory of a hospital was stolen. ,"21 березня 2022 року: Викрадено останню машину швидкої допомоги, яка перебувала на території лікарні.","March 21, 2022: The last ambulance was stolen in the hospital.",2022-03-21 00:00:00,50.4743450771,34.9229617718,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
31859,21 March 2022: A psychiatric hospital was damaged by Russian forces.,21 березня 2022 року: Російські війська обстріляли психіатричну лікарню. ,"March 21, 2022: Russian troops fired at a psychiatric hospital.",2022-03-21 00:00:00,46.9736056068,32.0181508657,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34539,22 March 2022: A children's department was shot at by Russian troops and the roof started to burn as a result. Multiple windows were shattered and hospital facilities were damaged.,"22 березня 2022 року: Війська РФ обстріляли дитяче відділення, внаслідок чого почав горіти дах. Було пошкоджено вікна і приміщення лікарні.","March 22, 2022: Russian troops fired the children's ward, resulting in a roof.Windows and hospital premises were damaged.",2022-03-22 00:00:00,48.9600952307,38.4915639115,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34537,22 March 2022: A substation of an emergency health centre was damaged. The plaster fell and windows and doors were broken. Four ambulances were also shot.,"22 березня 2022 року: Було пошкоджено підстанцію екстреної медиичної допомоги, а саме внутрішнє оздоблення, вікна та двері. Також розстріляно чотири автомобіля швидкої допомоги.","March 22, 2022: The substation of emergency medication was damaged, namely interior decoration, windows and doors.Four ambulances were also shot.",2022-03-22 00:00:00,50.4637023087,29.8012465072,0,0,1,1,0,0,0,0,"{""hospital"":false,""healthTransport"":true,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34613,"22 March 2022: A primary care clinic was shot at multiple times by a BMP during manoeuvres of enemy vehicles. As a result, the entrance and interior doors, two windows and the facade of the building were damaged. ","22 березня 2022 року: Російські війська обстріляли амбулаторію. Внаслідок цього пошкоджено вхідні та міжкімнатні двері, два вікна та фасад будівлі.","March 22, 2022: Russian troops fired at an outpatient clinic.As a result, the entrance and interior doors, two windows and the facade of the building were damaged.",2022-03-22 00:00:00,51.1884083903,33.2983159797,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
33349,23 March 2022: A city hospital was destroyed due to Russian shelling.  Ambulances located on the territory of the hospital were damaged too. ,"23 березня 2022 року: Війська РФ обстріляли та сильно пошкодили міську лікарню. Також пошкоджено автомобілі швидкої допомоги, які перебували на території лікарні.","March 23, 2022: Russian troops fired and severely damaged the city hospital.Also damaged ambulances in the hospital.",2022-03-23 00:00:00,50.4743450771,34.9229617718,1,1,1,0,0,0,0,0,"{""hospital"":true,""healthTransport"":true,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
32023,"23 March 2022: Pharmacies are facing a shortage in medicine due to the interruption of its delivery by the Russian Armed Forces, forcing pharmacies to shut down. ","23 березня 2022 року: Через припинення поставок ліків росіянами, у тимчасово окупованому місті в апетках виник дефіцит ліків, а деякі аптеки зачинилися. ","March 23, 2022: Due to the cessation of drug supplies by the Russians, there was a shortage of medicines in the temporarily occupied city, and some pharmacies closed.",2022-03-23 00:00:00,47.5695770366,35.7790374756,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34866,23 March 2022: A pharmacy was impacted by violence with heavy weapons.,23 березня 2022 року: Аптека постраждала внаслідок насильства із застосуванням важкої зброї. ,"March 23, 2022: The pharmacy was affected by violence with heavy weapons.",2022-03-23 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34541,24 March 2022: A emergency medical care building was partially damaged. Its windows were broken and part of the roof was damaged. There were no direct hits. ,"24 березня 2022 року:  Будівля станції екстреної медичної допомоги була пошкоджена. Прямого влучання не було, однак вибиті вікна та пошкоджено частину даху. ","March 24, 2022: Emergency Station building was damaged.There was no direct hit, but the windows were knocked out and part of the roof was damaged.",2022-03-24 00:00:00,50.4422148525,30.1684348096,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34550,24 March 2022: A primary healthcare centre’s windows were damaged as a result of shelling of the city.  ,24 березня 2022 року: Внаслідок обстрілу міста пошкоджено вікна амбулаторії. ,"March 24, 2022: Outpatient windows were damaged as a result of the city's shelling.",2022-03-24 00:00:00,48.0063190837,37.5253060801,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34540,"24 March 2022: A central hospital was damaged when a shell fell on it during a Russian attack. An ambulance, while on its way to a call, also came under fire from Russian artillery. The city was left without gas.","24 березня 2022 року: Центральна лікарня зазнала пошкоджень внаслідок атаки військ РФ. Також під обстріл російської артилерії потрапила машина швидкої допомоги, яка їхала на виклик. Місто залишилося без газопостачання. ","March 24, 2022: The Central Hospital was damaged as a result of the attack of the Russian troops.Also, an ambulance was trapped in Russian artillery.The city is left without gas supply.",2022-03-24 00:00:00,50.1102111611,36.1093995167,1,1,1,0,0,0,0,0,"{""hospital"":true,""healthTransport"":true,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34568,"25 March 2022: In a Primary care centre, almost all windows were shattered and the roof was damaged as a result of the Russian artillery shelling.",25 березня 2022 року: Російська артилерія обстріляла амбулаторію. Було вибито всі вікна та пошкоджено дах будівлі. ,"March 25, 2022: Russian artillery fired at an outpatient clinic.All windows were knocked out and the roof of the building was damaged.",2022-03-25 00:00:00,47.6658208805,36.2587663411,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31985,"25 March 2022: A policlinic was hit by a Russian Forces rocket strike,  injuring seven people, of which four died._x000D__x000D_
","25 березня 2022 року: Внаслідок ракетного обстрілу російських військ пошкоджено поліклініку, семеро людей отримали поранення, четверо з них загинули. ","March 25, 2022: As a result of rocket attack, the Russian troops were damaged by the clinic, seven people were injured, four of them were killed.",2022-03-25 00:00:00,49.9821066322,36.2312874956,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
32005,25 March 2022: A hospital was taken over by Russian forces who used it as a military hospital. ,25 березня 2022 року: Війська РФ захопили лікарню та почали використовува її як військовий госпіталь.,"March 25, 2022: Russian troops seized the hospital and started using it as a military hospital.",2022-03-25 00:00:00,48.5717084,39.2973153,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
31099,25 March 2022: Staff and patients from a hospital were forcibly moved to an unknown location by Russian Forces.,25 березня 2022 року: Війська РФ примусово вивезли персонал і пацієнтів лікарні в невідоме місце.,"March 25, 2022: Russian troops forcibly exported staff and hospital patients to an unknown place.",2022-03-25 00:00:00,47.0957648,37.5499621,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,3,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34558,25 March 2022: A disease control and prevention centre’s main building began to crack after the explosions.There was vast structural and material damage. ,25 березня 2022 року: Головна будівля центру контролю та профілактики захворювань пошкоджена через обстріли. Було завдано значних матеріальних збитків. ,"March 25, 2022: The main building of the Center for Control and Disease Prevention is damaged by shelling.Significant material damage was caused.",2022-03-25 00:00:00,50.0386439384,36.2751495894,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34554,25 March 2022: A rehabilitation was destroyed by Russian shelling.,25 березня 2022 року: Внаслідок осбтрілу міста війська РФ було зруйновано центр реабілітації. ,"March 25, 2022: As a result of the shelling of the city of the Russian Federation, the Rehabilitation Center was destroyed.",2022-03-25 00:00:00,47.1007312032,37.63336669,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
31988,26 March 2022: A city hospital was occupied when Russian forces invaded the city.,26 березня 2022 року: Війська РФ окупували міську лікарню під час захоплення міста. ,"March 26, 2022: Russian troops occupied the city hospital while seizing the city.",2022-03-26 00:00:00,51.5263791493,30.7420535624,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34569,26 March 2022: An emergency medical care and disaster medicine centre was damaged as a result of the Russian military forces attack.,26 березня 2022 року: Внаслідок обстрілу російських військ пошкоджено центр екстреної медичної допомоги. ,"March 26, 2022: The Emergency Center was damaged as a result of the shelling of Russian troops.",2022-03-26 00:00:00,48.8617249,38.46659029,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
31978,"26 March 2022: Generators at a hospital have started to run out of fuel, forcing them to be scheduled to run for only four hours each day. Hospital staff report that the generators provide insufficient power levels to allow them to work safely. ",26 березня 2022 року: Міська лікарня обмежила використання генератора через облогу міста російськими військами. ,"March 26, 2022: The city hospital limited the use of the generator through the siege of the city by Russian troops.",2022-03-26 00:00:00,51.272593,31.7417235,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34578,27 March 2022: Several buildings of a tuberculosis centre were damaged as a result of the Russian troops shelling.,27 березня 2022 року: Внаслідок обстрілу російськими військами пошкоджено кілька будівель туберкульозного диспансеру.,"March 27, 2022: several tuberculosis dispensary buildings were damaged by Russian troops.",2022-03-27 00:00:00,47.8946721466,35.1654025718,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
32021,27 March 2022: A local hospital was mined by Russian forces.,19 березня 2022 року: Лікарня була замінована російськими військовими.,"March 19, 2022: The hospital was replaced by the Russian military.",2022-03-27 00:00:00,50.4743450771,34.9229617718,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Directly Emplaced""]"
34576,27 March 2022: A primary care clinic was damaged as a result of Russian shelling. Windows were broken and the roof was damaged. ,"27 березня 2022 року: Внаслідок російського обстрілу постраждала амбулаторія: вибиті вікна, пошкоджено дах. ","March 27, 2022: The outpatient clinic was injured as a result of Russian shelling: the windows knocked out, the roof was damaged.",2022-03-27 00:00:00,49.1139672687,36.8945360627,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34585,28 March 2022: An outpatient clinic was completely destroyed as a result of a ground artillery strike.,28 березня 2022 року: Внаслідок обстрілу з використанням наземної артилерії повністю зруйновано амбулаторію.,"March 28, 2022: The outpatient clinic was completely destroyed as a result of shelling using ground artillery.",2022-03-28 00:00:00,50.4635590322,29.8004852248,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
36469,28 March 2022: A health warehouse was impacted by violence with heavy weapons. Supplies were hit and two health workers were killed,"28 березня 2022 року: Медичний склад пошкоджено внаслідок насильства із застосуванням важкої зброї. Було пошкоджено товари, а також вбито двох працівників охорони здоров'я. ","March 28, 2022: The medical composition was damaged by violence with heavy weapons.The goods were damaged and two health workers were killed.",2022-03-28 00:00:00,50.0641917367,30.5857040846,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,2,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34864,28 March 2022: A blood transfusion station was impacted by violence with heavy weapons. Health care assets were removed from the facility,28 березня 2022 року: Cтанція переливання крові постраждала від насильства із застосуванням важкого озброєння. Медичне майно було вивезено з закладу. ,"March 28, 2022: A blood transfusion state was affected by violence with heavy weapons.Medical property was removed from the institution.",2022-03-28 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34580,28 March 2022: A maternity hospital was hit by rockets and damaged by the Russian occupiers. All patients and staff were evacuated and operations were suspended.,"28 березня 2022 року: Російські окупанти здійснили ракетний обстріл та пошкодили пологовий будинок. Пацієнти та персонал були евакуйовані, операції призупинені.","March 28, 2022: Russian invaders carried out rocket shelling and damaged a maternity hospital.Patients and staff were evacuated, suspended operations.",2022-03-28 00:00:00,50.5465725617,30.347592648,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34597,"29 March 2022: An outpatient clinic had its’ windows, doors and interior partitions knocked out by Russian attack. The facade and walls were also damaged. ","29 березня 2022 року: В амбулаторії внаслідок російської атаки вибито вікна, двері та міжкімнатні перегородки, пошкоджено фасад та стіни.","March 29, 2022: Windows, doors and interior partitions were knocked out in the outpatient clinic as a result of the Russian attack, the facade and walls were damaged.",2022-03-29 00:00:00,50.6265431993,30.9188532608,1,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34604,29 March 2022: A children's department was shelled by Russian Forces,29 березня 2022 року: Російські війська обстріляли дитяче відділення лікарні.,"March 29, 2022: Russian troops fired at the Children's Department of Hospital.",2022-03-29 00:00:00,47.5665853613,35.7869821431,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,1,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
32017,29 March 2022: Pregnant women could not get to the city hospital after constant shelling made access too difficult. Therefore a temporary maternity hospital was opened elsewhere.,"29 березня 2022 року: Вагітні жінки не могли потрапити до міської лікарні через постійні обстріли, які ускладнили доступ. Тому тимчасовий було організовано тимчасовий пологовий в іншому місці.","March 29, 2022: Pregnant women could not get to the city hospital because of constant shelling that complicated access.Therefore, the temporary temporary maternity hospital was organized in another place.",2022-03-29 00:00:00,49.0422385734,38.2176639749,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
34836,29 March 2022: A forensic centre was impacted by violence with heavy weapons.,29 березня 2022 року: Судово-медичний центр зазнав пошкоджень внаслідок застосування російською армією важкого озброєння.,"March 29, 2022: The Forensic Center was damaged by the use of heavy weapons by the Russian army.",2022-03-29 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34589,29 March 2022: An oncology centre was damaged by debris from a blast wave by Russian forces.,"29 березня 2022 року: Через обстріли російських військ, уламками пошкоджено центр онкології.","March 29, 2022: Due to the shelling of Russian troops, the Center for Oncology was damaged.",2022-03-29 00:00:00,50.0388609987,36.2803754897,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
32018,29 March 2022: An obstetrician was injured by shards of glass from a shelling strike whilst he was tending to a woman in labour.,"29 березня 2022 року: Акушер отримав поранення уламками скла внаслідок обстрілу, коли доглядав за породіллею.","March 29, 2022: The obstetrician was injured by fragments of glass as a result of shelling when he looked after the woman in childbirth.",2022-03-29 00:00:00,49.2724587,38.9150477,1,1,0,0,0,0,0,0,"{""hospital"":true,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",1,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]","[""Ground-launched""]"
36467,29 March 2022: A health warehouse was impacted by violence with heavy weapons.,29 березня 2022 року: Медичний склад пошкоджено внаслідок насильства із застосуванням важкої зброї. ,"March 29, 2022: The medical composition was damaged by violence with heavy weapons.",2022-03-29 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
36463,"29 March 2022: An emergency medical care unit was occupied for military purposes. A warehouse, supplies and transport were hit.","29 березня 2022 року: Відділення екстреної медичної допомоги було заплене та використане для військових потреб. Пошкоджено склад, запаси та транспорт.","March 29, 2022: The emergency medical department was sailed and used for military purposes.Composition, stocks and transport were damaged.",2022-03-29 00:00:00,49.4871968,31.2718321,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
31973,"30 March 2022: More than 70 people from a maternity hospital, including doctors and other hospital personnel, were forcibly relocated to either Russia or temporarily occupied territories by Russian forces.","30 березня 2022 року: Понад 70 осіб із пологового будинку, включно з лікарями та іншим персоналом лікарні, було примусово переселені до Росії або на тимчасово окуповані російськими військами території.","March 30, 2022: More than 70 people from the maternity hospital, including doctors and other hospital staff, were forcibly relocated to Russia or temporarily occupied by Russian troops.",2022-03-30 00:00:00,47.1093191234,37.6458548373,0,0,0,0,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""No Information""]","[""Not Applicable""]"
34807,30 March 2022: A blood transfusion station was impacted by violence with heavy weapons. Supplies were hit.,30 березня 2022 року: Станція переливання крові постраждала від насильства із застосуванням важкої зброї. Було пошкоджено певні товари. ,"March 30, 2022: A blood transfusion station suffered from violence with heavy weapons.Certain goods were damaged.",2022-03-30 00:00:00,49.4871968,31.2718321,0,0,0,1,0,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":true}","{""healthBuilding"":false,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,0,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
34829,30 March 2022: One health worker was injured. Transport and supplies were hit.,30 березня 2022 року: Було поранено медичного працівника. Також пошкоджено транспорт та товари. ,"March 30, 2022: A medical worker was injured.Transport and goods were also damaged.",2022-03-30 00:00:00,49.4871968,31.2718321,0,0,0,0,1,0,0,0,"{""hospital"":false,""healthTransport"":false,""other"":false}","{""healthBuilding"":true,""noInformation"":false,""everydayActivities"":false,""outsideHealthFacility"":false}",0,0,0,0,0,1,0,"[""Armed Forces of the Russian Federation""]","[""State Military""]","[""Explosive""]",[null]
